,path
6429,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1623_1.wav
6430,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1373_0.wav
6431,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1541_2.wav
6432,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1348_6.wav
6433,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1779_3.wav
6434,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1504_2.wav
6435,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1522_1.wav
6436,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1541_0.wav
6437,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1406_5.wav
6438,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1567_1.wav
6439,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1779_1.wav
6440,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1378_18.wav
6441,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1348_4.wav
6442,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1567_3.wav
6443,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1504_0.wav
6444,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1485_1.wav
6445,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1605_0.wav
6446,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1478_1.wav
6447,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1721_4.wav
6448,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1640_0.wav
6449,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1623_3.wav
6450,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1373_2.wav
6451,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1355_1.wav
6452,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1498_4.wav
6453,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1666_3.wav
6454,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1467_6.wav
6455,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1565_1.wav
6456,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1360_8.wav
6457,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1520_1.wav
6458,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1543_2.wav
6459,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1664_1.wav
6460,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1718_0.wav
6461,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1699_1.wav
6462,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1419_0.wav
6463,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1642_2.wav
6464,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1447_3.wav
6465,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1598_1.wav
6466,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1371_0.wav
6467,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1621_1.wav
6468,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1357_3.wav
6469,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1402_3.wav
6470,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1738_5.wav
6471,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1424_0.wav
6472,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1432_14.wav
6473,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1659_1.wav
6474,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1397_3.wav
6475,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1583_2.wav
6476,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1746_3.wav
6477,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1461_0.wav
6478,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1725_0.wav
6479,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1644_4.wav
6480,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1703_3.wav
6481,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1760_0.wav
6482,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1400_1.wav
6483,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1682_2.wav
6484,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1638_0.wav
6485,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1759_4.wav
6486,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1445_1.wav
6487,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1581_0.wav
6488,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1625_5.wav
6489,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1701_1.wav
6490,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1539_0.wav
6491,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1426_2.wav
6492,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1395_1.wav
6493,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1660_5.wav
6494,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1744_1.wav
6495,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1586_16.wav
6496,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1458_4.wav
6497,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1727_3.wav
6498,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1727_2.wav
6499,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1586_17.wav
6500,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1680_0.wav
6501,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1701_0.wav
6502,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1539_1.wav
6503,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1458_5.wav
6504,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1625_4.wav
6505,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1581_1.wav
6506,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1660_4.wav
6507,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1744_0.wav
6508,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1395_0.wav
6509,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1400_0.wav
6510,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1638_1.wav
6511,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1445_0.wav
6512,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1368_0.wav
6513,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1725_1.wav
6514,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1644_5.wav
6515,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1682_3.wav
6516,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1558_0.wav
6517,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1760_1.wav
6518,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1397_2.wav
6519,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1662_6.wav
6520,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1746_2.wav
6521,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1583_3.wav
6522,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1703_2.wav
6523,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1424_1.wav
6524,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1659_0.wav
6525,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1738_4.wav
6526,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1461_1.wav
6527,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1402_2.wav
6528,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1447_2.wav
6529,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1357_2.wav
6530,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1786_2.wav
6531,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1432_15.wav
6532,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1391_4.wav
6533,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1664_0.wav
6534,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1371_1.wav
6535,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1598_0.wav
6536,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1419_1.wav
6537,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1441_4.wav
6538,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1699_0.wav
6539,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1642_3.wav
6540,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1621_0.wav
6541,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1467_7.wav
6542,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1565_0.wav
6543,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1404_4.wav
6544,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1520_0.wav
6545,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1360_9.wav
6546,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1784_0.wav
6547,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1355_0.wav
6548,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1373_3.wav
6549,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1498_5.wav
6550,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1640_1.wav
6551,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1478_0.wav
6552,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1623_2.wav
6553,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1666_2.wav
6554,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1378_19.wav
6555,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1721_5.wav
6556,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1348_5.wav
6557,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1605_1.wav
6558,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1485_0.wav
6559,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1541_1.wav
6560,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1406_6.wav
6561,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1567_2.wav
6562,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1348_1.wav
6563,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1587_3.wav
6564,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1594_9.wav
6565,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1779_0.wav
6566,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1504_1.wav
6567,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1504_5.wav
6568,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1779_4.wav
6569,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1420_1.wav
6570,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1618_0.wav
6571,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1465_1.wav
6572,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1443_2.wav
6573,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1686_3.wav
6574,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1406_2.wav
6575,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1378_21.wav
6576,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1640_5.wav
6577,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1519_0.wav
6578,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1498_1.wav
6579,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1764_1.wav
6580,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1721_1.wav
6581,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1393_2.wav
6582,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1742_2.wav
6583,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1707_2.wav
6584,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1467_3.wav
6585,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1585_1.wav
6586,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1371_5.wav
6587,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1441_0.wav
6588,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1679_1.wav
6589,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1474_9.wav
6590,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1404_0.wav
6591,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1684_1.wav
6592,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1357_6.wav
6593,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1598_4.wav
6594,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1705_0.wav
6595,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1740_0.wav
6596,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1391_0.wav
6597,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1578_1.wav
6598,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1621_4.wav
6599,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1664_4.wav
6600,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1563_2.wav
6601,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1432_11.wav
6602,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1526_2.wav
6603,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1545_1.wav
6604,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1481_0.wav
6605,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1351_0.wav
6606,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1780_0.wav
6607,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1500_1.wav
6608,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1738_0.wav
6609,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1746_6.wav
6610,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1662_2.wav
6611,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1627_2.wav
6612,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1644_1.wav
6613,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1760_5.wav
6614,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1581_5.wav
6615,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1483_2.wav
6616,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1601_1.wav
6617,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1439_0.wav
6618,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1759_1.wav
6619,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1400_4.wav
6620,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1561_0.wav
6621,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1524_0.wav
6622,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1388_1.wav
6623,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1502_3.wav
6624,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1458_1.wav
6625,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1547_3.wav
6626,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1638_5.wav
6627,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1660_0.wav
6628,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1603_3.wav
6629,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1586_13.wav
6630,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1603_2.wav
6631,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1625_0.wav
6632,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1625_1.wav
6633,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1458_0.wav
6634,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1539_4.wav
6635,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1660_1.wav
6636,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1586_12.wav
6637,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1502_2.wav
6638,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1375_0.wav
6639,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1388_0.wav
6640,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1547_2.wav
6641,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1759_0.wav
6642,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1581_4.wav
6643,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1638_4.wav
6644,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1400_5.wav
6645,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1561_1.wav
6646,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1644_0.wav
6647,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1601_0.wav
6648,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1439_1.wav
6649,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1725_4.wav
6650,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1760_4.wav
6651,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1399_8.wav
6652,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1351_1.wav
6653,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1780_1.wav
6654,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1662_3.wav
6655,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1432_10.wav
6656,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1500_0.wav
6657,CSW/empathy/MaSaC empathy detection/train/train_4/audios/train_1738_1.wav
